name,teacherName,schoolName,outline
软件测试,郑炜,西北工业大学,1.3 软件缺陷管理2.1 软件开发过程及模型3.2 等价类设计方法3.3 边界值设计方法3.4 因果图设计方法3.5 正交试验设计方法4.1 程序控制流图5.6 软件缺陷分析8.4 开源缺陷管理工具-bugzilla10.3 企业软件市场的变化和技术挑战11.1 军用软件研制能力成熟度模型
算法设计与分析,汪小林,北京大学,第一周 基础知识（1）：算法的基本概念及伪码描述，函数的渐近的界1.1 本周教学内容简介1.2 算法设计的两个例子1.3 问题的计算复杂度：排序问题1.4 货郎问题与计算复杂性1.5 算法及其时间复杂度1.6 算法的伪码表示1.7 函数的渐近的界1.8 有关函数渐近的界的定理1.9 几类重要函数第二周 基础知识（2）：序列求和方法，递推方程求解2.1 本周教学内容简介2.2 序列求和的方法2.3 递推方程与算法分析2.4 迭代法求解递推方程2.5 差消法化简递推方程2.6 递归树2.7 主定理及其证明2.8 主定理的应用第三周 分治策略（1）3.1 本周教学内容简介3.2 分治策略的设计思想3.3 分治策略的一般描述和分析方法3.5 快速排序3.6 幂乘算法及应用3.7 改进分治算法的途径1：减少子问题数3.8 改进分治算法的途径2：增加预处理第四周 分治策略（2）4.1 本周内容简介4.2 选最大与最小4.3 选第二大4.4 一般选择问题的算法设计4.5.选择问题的算法分析4.6 卷积及应用4.7 卷积计算4.8 快速傅立叶变换FFT算法4.9 平面点集的凸包第五周 动态规划（1）5.1 本周教学内容简介5.2 动态规划算法的例子5.3 动态规划算法设计5.4 动态规划算法的递归实现5.5 动态规划算法的迭代实现5.6 投资问题5.7 背包问题5.8 最长公共子序列第六周 动态规划（2）6.1 本周教学内容简介6.2 图像压缩6.3 最大子段和6.4 最优二叉检索树的概念6.5 最优二叉检索树的算法6.6 RNA二级结构预测6.7 序列比对第七周 贪心法（1）7.1 本周教学内容简介7.2 贪心法的例子7.3 贪心法的正确性证明7.4 最优装载问题7.5 最小延迟调度7.6 得不到最优解的处理方法第八周 贪心法（2）8.1 本周教学内容简介8.2 最优前缀码及哈夫曼算法8.3 哈夫曼算法的正确性证明8.4 最小生成树8.5 Prim算法8.6 Kruskal算法8.7 单源最短路径问题及算法8.8 Dijkstra算法的证明第九周 回溯与分支限界（1）9.1 本周教学内容简介9.2 几个回溯算法的例子9.3 回溯算法的设计思想和适用条件9.4 回溯算法实现及实例9.5 图的着色9.6 搜索树结点数的估计第十周 回溯与分支限界10.1 本周教学内容简介10.2 分支限界10.3 最大团问题10.4 货郎问题10.5 圆排列问题10.6 连续邮资问题
嵌入式系统设计,杨剑锋,武汉大学,1 嵌入式系统概述欢迎嵌入式系统概念嵌入式微处理器嵌入式系统开发流程及方法2 嵌入式系统微架构Arm处理器概述arm处理器体运行模式arm寄存器组arm异常处理3 ARM指令集ARM指令集4 接口及开发4.1 接口及定时器基础知识4.2 串口4.3 同步通信和异步通信4.4 UART硬件控制4.5 UART软件结构4.6 SPI协议4.7 I2C总线物理结构4.8 I2C总线传输控制4.9 I2C总线协议5 嵌入式操作系统基础5.1 嵌入式操作系统5.2 实时操作系统5.3 几种嵌入式操作系统5.4 嵌入式linux5.5 嵌入式Linux的加载6 嵌入式Linux编程6.1 Kernel基础知识6.2 Memory Space6.3 System Call6.4 Kernel Module6.5 Module Implementation7 任务管理与调度任务管理与调度介绍7.1 任务的定义7.2 任务的管理7.3 任务的调度7.4 优先级反转8 Linux开发及设备驱动8.1 Linux Device Driver8.2 Accessing Hardware from User Space8.3 STM32 Development Basic Knowledge8.4 Android programming preliminary8.5 Linux Operating System Development Practice8.6 Embedded Programming: Threading
计算思维—神秘的算法（算法设计与分析）,邹娟,湘潭大学,第一章 神秘算法的序幕1.1  专家访谈：算法是什么？1.2 让我认真的告诉你：算法到底是什么？考考算法小常识第二章 自己玩自己-递归2.1 自己玩自己—递归的思想2.2 丰富多彩的递归形式2.3 颠三倒四的Hilbert图案哈哈，几道小题考倒你第三章 分而治之—分治3.1 分而治之—分治的思想3.2 诡异的棋盘覆盖3.3 那么近又那么远——平面最接近点对又要考你了，呵呵第四章 人性本贪—贪心4.1 算法怎么“贪”的呢？—贪心思想4.2 算法在贪心过程中怎么选择呢？—贪心选择性质4.3 最小生成树—Prim和Kruska算法4.4 我要快速到达你的城市—Dijkstra算法考考你够不够贪心第五章 走来走去，好累啊！——回溯5.1 不断搜索——计算机怎么求解问题？5.2 不同路径的不断搜索——回溯的基本思想5.3 我到底该排在哪里？——数的全排列5.4 皇后好累——N皇后问题5.5 我又要到达你的城市了——TSP问题5.6 我要背更多的宝藏回家——0-1背包问题考验时间到第六章 剪剪，我剪剪剪——分支限界算法（剪枝算法）6.1 想要剪你不容易——分支限界算法基本思想6.2 我又想你了，又朝你的城市飞奔而来——分支限界算法实现TSP问题6.3 实在是太慢了，能不能快点到达你的城市——分支限界算法实现TSP问题2反正老师就是喜欢考试，哇哈哈哈！第七章 世界那么复杂，人生要好好规划——动态规划算法7.1 不仅要规划，还要动态规划——动态规划基本思想7.2 矩阵连乘，我不怕你！——矩阵连乘问题7.3 来玩个多边形游戏吧！考吧考吧考吧！第八章 我们的生活就是那么随性——随机算法8.1 掷骰子也能是算法，搞笑吧——随机算法思想8.2 父生子，子生孙，代代相传——遗传算法8.3 你知道什么是模拟退火吗？8.4 神经网络来了，我是学生物的吗？考试，千万别掷骰子，不然你会很惨的！第九章 NP完全问题考一下9.1 你认识图灵机吗？9.2 NP完全问题第十章 我们来看看机器人学生做的农业机器人
大学计算机,孙健敏,西北农林科技大学,第一讲 计算机与信息社会1.1 信息社会与信息技术1.2  计算机与计算思维1.3  计算机信息表示1.4 计算机的未来版图实验教学视频——信息检索第二讲 计算机系统2.1 计算工具与计算机2.2 计算机工作原理2.3 操作系统2.4 微型计算机第三讲 文档之美3.1 初识文档处理3.2  发现文档之美3.3  又快又好生成完美文档的秘诀实验教学视频——文档处理相关细节（16个操作视频）实验一 文档处理第四讲 让Point更Power4.1 PPT的设计思维4.2 PPT的美化实验二  PPT制作第五讲 计算机网络5.1 为什么要学习计算机网络？5.2 认识计算机网络5.3 理解计算机网络5.4 生活中离不开的网络-互联网实验指导——实验四 TCP/IP协议配置认识与资源共享设置第六讲 数据处理之道6.1 谁说Excel只是表格？6.2 作为表格，Excel可不简单6.3 Excel的“降龙十八掌”——函数6.4 会说话的数据——图表绘制6.5 玩转数据分析实验教学视频——数据处理实验三 Excel数据处理应用第七讲 数据库基础7.1 认识数据库7.2 数据模型7.3 关系型数据库7.4 SQLServer数据库管理系统7.5 数据完整性约束7.6 SQL数据查询7.7 视图实验教学视频——数据库操作第八讲 多媒体基础8.1 多媒体基础知识8.2 音频技术基础8.3 数字图像基础8.4 多媒体数据压缩第九讲 认识计算机新技术9.1 云计算技术9.2 大数据技术9.3 人工智能技术9.4 虚拟现实/增强现实技术9.5 区块链技术
软件工程基础,蓝天,电子科技大学,第一章 软件工程概述1.1 软件的概念与特点1.2 软件危机的产生1.3 软件工程的概念与知识体系第二章 软件过程模型2.1 软件过程模型和能力成熟度模型等概念2.2 传统模型2.3 现代模型2.4  选择过程模型第三章 需求分析3.1 需求分析概述3.2 面向过程的分析方法3.3 面向对象的分析方法第四章 系统设计4.1 系统设计概述4.2 面向过程的系统设计4.3 面向对象的系统设计第五章 程序实现5.1程序设计语言的特点5.2 编程习惯5.3 程序的效率5.4 编码管理第六章 质量保证第七章 软件维护7.1 软件维护概述7.2 应注意的问题7.3 模型与技术第八章 软件项目管理8.1 项目管理定义8.2 软件度量8.3 项目计划
大数据与高等教育,叶志明,爱课程,1、大数据及其价值链大数据与高等教育-01-课程概述与教师简介大数据与高等教育-01-大数据概念与价值链2、大数据与招生模型大数据与高等教育-01-招生模型 - 案例：沪上一本院校的生源分析和高招录取方式的思考大数据与高等教育-01-招生模型 - 案例：招生中的问题与矛盾大数据与高等教育-01-招生模型 - 案例：上海大学各地生源成绩情况的分析报告大数据与高等教育-01-招生模型-案例：上海大学近五年的招生情况大数据与高等教育-01-招生模型-招生中是否服从调剂问题大数据与高等教育-01-招生模型-研究生教育数据分析主观写作题一3、大数据与教学过程大数据与高等教育-02-教学过程-  高等学校的教学过程大数据与高等教育-02-教学过程- 学科与专业大数据与高等教育-02-教学过程- 案例：大类招生和通识教育改革大数据与高等教育-02-教学过程- 案例：大类招生和通识教育改革_14、大数据与教学资源大数据与高等教育-03-大数据与教学资源- 教材分析大数据与高等教育-02 大数据与教学资源 - 教学知识点分布分析大数据与高等教育-03大数据与教学资源 -教学课时分析5、大数据与质量监控大数据与高等教育-04 大数据与质量监控- 上海大学提升本科教学质量的路径与实践大数据与高等教育-04-质量监控- 大数据提升高校研究生培养质量大数据与高等教育-04-质量监控- 大数据与就业质量分析 - 专业调整与新兴专业设置6、大数据与就业分析大数据与高等教育-04-质量监控- 大数据与就业质量分析-上海大学毕业生就业质量报告大数据与高等教育-05-就业分析-  本专科专业就业信息公开及应用案例大数据与高等教育-05-就业分析-  上海高等教育毕业生就业数据分析平台方案主观写作题二：7、大数据与学生行为大数据与高等教育-06-学生行为- 大数据与学生行为8、大数据与其它应用大数据与高等教育-06-学生行为 -  大数据与其他应用大数据与高等教育-06-学生行为-    大数据分析应用的价值和困惑大数据与高等教育-06-学生行为-     大数据价值链
软件测试与质量,武剑洁,华中科技大学,1.0 本周导学1.1 概述1.3 软件缺陷的定义1.6 软件质量的定义1.7 本周小结2.0 本周导学2.5 本周小结3.0 本周导学3.3 本周小结4.4 本周小结4.0 本周导学5.0 本周导学5.2 控制流分析技术5.5 本周小结6.3 静态代码检查工具6.4 本周小结6.0 本周导学7.0 本周导学7.3 本周小结8.0 本周导学8.3 本周小结第9周 软件质量模型与度量9.0 本周导学9.1 软件质量模型9.2 软件质量度量9.3 本周小结第10周 软件质量度量工具10.0 本周导学10.1 软件质量度量工具10.2 本周小结
人工智能导论——面向人文社科专业,于东,北京语言大学,第一章 绪论1.1  人工智能的概念1.2 人工智能发展简史1.3 人工智能发展现状和趋势1.4 课程内容概述第一章 课件第二章 知识表示2.1 知识表示概述2.2 一阶谓词逻辑知识表示2.3 产生式知识表示2.4 框架知识表示第二章 课件第三章 自动推理与专家系统3.1 引言3.2 确定性推理3.3 不确定性推理3.4 专家系统简介第三章 课件第四章 知识图谱4.1 知识图谱概述4.2 典型知识图谱4.3 知识图谱技术与应用第四章课件第五章  搜索技术5.1 引言5.2 状态空间图模型5.3 盲目搜索策略5.4 启发式搜索策略5.5 博弈搜索策略第五章 课件第六章 进化智能与群体智能6.1 引言6.2 进化智能：遗传算法6.3  群体智能：蚁群算法第六章课件附章A：人工智能的数学基础A1 基本知识A2 向量与矩阵A3 导数基础A4 梯度下降方法第七章 机器学习7.1 引言7.2 有监督学习7.3 无监督学习7.4 弱监督学习7.5 强化学习第七章 课件第八章 深度学习（上）8.1 引言8.2 感知机算法8.3 前馈神经网络与BP算法8.4 卷积神经网络第八章（上）课件第八章 深度学习（下）8.5 循环神经网络8.6 注意力与记忆机制8.7 生成对抗网络第八章（下）课件第九章 人工智能典型应用9.1 引言9.2 计算机视觉9.3 语音处理技术9.4 语言智能技术9.5 智能竞技第九章课件
MATLAB科学计算与工程应用,陈来荣,北京林业大学,1、Matlab概论1.1MATLAB概论1.2MATLAB功能介绍1.3MATLAB工作环境1.4MATLAB帮助系统1.5MATLAB变量管理与操作1.6MATLAB数据类型本章课件2、MATLAB矩阵计算2.1MATLAB矩阵的表示方法2.2MATLAB矩阵元素的引用与计算2.3MATLAB矩阵运算2.4MATLAB关系预算与逻辑运算2.5MATLAB矩阵变换2.6MATLAB特殊矩阵本章课件3、MATALAB绘图3.1 MATLAB绘图概论3.2  MATLAB二维绘图3.3 其他二维图绘制3.4 图形标注3.5 MATLAB空间三维作图3.6 MATLAB图形的精细处理4、MATLAB数值与符号计算4.1 多项式计算4.2  数据插值4.3 数据拟合4.4 数值微积分4.5 符号计算基础4.6 符号计算应用本章课件汇总5、MATLAB程序设计5.1 M文件概述5.2 MATLAB程序设计输入输出5.3 程序结构（分支）5.4 程序结构（循环）5.5 函数5.6 特殊函数5.7 M文件调试5.8 综合实例本章课件汇总6、MATLAB统计工具箱6.1 MATLAB数据的导入与导出6.2 数据预处理6.3 统计计算与统计绘图6.4 概率分析与计算6.5 参数估计与假设检验6.6 回归分析本章课件汇总7、MATLAB GUI设计7.1 MATLAB 专用对话框7.2 Figure图形句柄获取17.3 Figure图形句柄获取27.4 GUIDE界面简介7.5 使用GUIDE开发GUI界面7.6 GUI常用功能简介7.7 GUI设计实例开发7.8 App Designer开发GUI8 MATLAB图像处理基础8-1图像处理基本概念8-2图像类型8-3图像转换8-4应用实例9. MATLAB控制系统与电路仿真9-1控制系统的数学模型构建9-2控制系统的时域分析仿真9-3控制系统的根轨迹仿真9-4控制系统的频域分析仿真9-5Simulink仿真基础9-6控制系统的Simulink仿真9-7电路系统的数值分析仿真9-8电路系统的SIMULINK仿真本章课件汇总
人工智能实践：Tensorflow笔记,曹健,北京大学,第一讲 神经网络计算1.7神经网络实现鸢尾花分类1.5TF2常用函数21.6鸢尾花数据集读入1.8Tensorflow2安装1.4TF2常用函数11.2神经网络设计过程1.1人工智能三学派TensorFlow笔记：第一讲神经网络计算第一讲 神经网络计算1.3张量生成PPT：第一讲神经网络计算第二讲 神经网络优化TensorFlow笔记：第二讲神经网络优化2.4损失函数2.5缓解过拟合PPT：第二讲神经网络优化2.6优化器2.1预备知识2.3激活函数第二讲 神经网络优化2.2复杂度学习率第三讲 神经网络八股3.1搭建网络八股sequential3.2搭建网络八股class第三讲 神经网络八股TensorFlow笔记：第三讲神经网络八股3.3MNIST数据集3.4FASHION数据集PPT：第三讲神经网络八股第四讲 网络八股扩展4.5参数提取4.7给图识物4.1搭建网络八股总览PPT：第四讲网络八股扩展4.6acc&loss可视化4.4断点续训TensorFlow笔记：第四讲网络八股扩展4.2自制数据集第四讲 网络八股扩展4.3数据增强第五讲 卷积神经网络5.1卷积计算过程5.16经典卷及网络小结5.12AlexNet5.9CIFAR0数据集PPT：第五讲卷积神经网络第五讲 卷积神经网络5.14InceptionNet5.10卷积神经网络搭建示例5.13VGGNet5.4TF描述卷积计算层5.8卷积神经网络5.2感受野5.15ResNet5.11LeNet5.7舍弃5.3全零填充5.5批标准化5.6池化TensorFlow笔记：第五讲卷积神经网络第六讲 循环神经网络6.7循环计算过程II6.10字母预测Embedding_1pre16.9Embedding编码6.3循环计算层TensorFlow笔记：第六讲循环神经网络6.4TF描述循环计算层6.8字母预测onehot_4pre16.2循环核时间步展开6.6字母预测onehot_1pre16.14GRU实现股票预测(GRU计算过程_TF描述GRU层)6.1循环核6.11字母预测Embedding_4pre16.13LSTM实现股票预测(LSTM计算过程_TF描述LSTM层)第六讲 循环神经网络PPT：第六讲循环神经网络6.5循环计算过程I6.12RNN实现股票预测
android智能手机编程,王立,国家开放大学,第1单元 概述和开发环境搭建1.1 导学1.2 Android概述1.3 安装Java运行环境1.4 Android Studio的安装、开发、打包以及发布第2单元 应用的资源访问2.1导学2.2Android 项目结构目录2.3Android项目中通用的资源访问2.4Android中字符串、颜色和尺寸应用2.5Drawable 资源2.6Android项目布局文件2.7AndroidManifest.xml 项目配置文件第3单元 用户界面编程开发3.8 编写计算结果显示页面布局文件3.5 编写选择计算类型页面布局文件3.1 导学3.3 介绍Android布局方式3.4 编写主界面布局文件3.6 实现Activity之间的跳转3.2 基于计算器的案例设计及结果演示3.9 运算结果展示及案例运行演示3.7 编写计算器运算逻辑第4单元 服务开发和广播事件4.1导学4.2循序渐进4.3Android服务4.4广播接收者4.7案例-音乐播放器的实现（Android Studio版）第5单元 Android数据存储和数据共享5.6案例-生词本的实现（Android Studio版）5.1导学5.2循序渐进5.3SQLite数据库和 SQLiteOpenHelper5.4SharedPreferences第6单元 Android多媒体应用开发6.8案例播放器的实现（Android studio版）6.1导学6.2循序渐进6.3MediaPlayer音频/视频播放6.4ListView使用6.5Looper和Handle用法第7单元 游戏化开发
多媒体技术及应用,王志强,深圳大学,第1章 多媒体技术基础（第1周）1.1  多媒体技术概述1.2 多媒体系统的组成阅读材料1-1  多媒体技术系列课程介绍第1章  多媒体技术基础（第2周）1.3  多媒体存储技术1.4  多媒体技术的发展历史1.5  多媒体技术的应用领域1.6  本章小结阅读材料1-2  第1章学习指导阅读材料1-3  多媒体硬件演变阅读材料1-4  第1章课件第2章  数字音频技术（第3周）2.1  数字音频基础知识2.2  数字音频压缩标准2.3  声卡与电声设备2.4  电子音乐与MIDI阅读材料2-1  第2章学习指导第2章  数字音频技术（第4周）2.5  音频编辑软件2.6  语音识别技术2.7  本章小结阅读材料2-2  音频作品欣赏阅读材料2-3  立体声和环绕声阅读材料2-4  数字音乐分类案例实验1  声音采集与处理第3章 数字图像技术（第5周）3.1 数字图像基础知识3.2 静止图像压缩标准阅读材料3-1  第3章学习指导第3章 数字图像技术（第6周）3.3 显示设备与扫描仪3.4 图像处理软件3.5 本章小结阅读材料3-2  图像作品欣赏实验2 图像获取与处理第4章 计算机动画技术（第7周）4.1 计算机动画基础4.2 计算机动画的制作环境4.3 计算机动画的设计方法阅读材料4-1  第4章学习指导第4章 计算机动画技术（第8周）4.4 矢量动画制作软件4.5 动画在游戏中的应用4.6 本章小结阅读材料4-2  动画作品欣赏第5章 数字视频技术（上）第9周5.1 数字视频基础知识5.2 运动图像压缩标准5.3 摄像头与数字摄像机阅读材料5-1 第5章学习指导第5章 数字视频技术（下）第10周5.4 视频编辑软件5.5 视频光盘制作5.6 本章小结阅读材料5-2 视频作品欣赏实验3 视频采集与编辑第6章 多媒体著作工具（上）第11周6.1 多媒体著作工具概述6.2 基于图标的多媒体著作工具阅读材料：第6章学习指导第6章 多媒体著作工具（下）第12周6.3 基于网页的多媒体著作工具6.4 本章小结阅读材料：学生作品欣赏第7章 多媒体应用系统开发  第13周7.1 多媒体软件开发技术7.2 多媒体交互课件制作7.3 多媒体网站建设7.4 本章小结
机器学习,蒋良孝,中国地质大学（武汉）,M-PKKK
媒体大数据挖掘与案例实战,沈浩,中国传媒大学,第一讲 绪论1.3 数据挖掘技术与应用场景1.2 融媒体时代下的媒体数据特性1.4 数据新闻的理解与发展1.1 大数据的概念及发展趋势第二讲 数据获取2.7 Gooseeker数据爬取案例-爬虫规则的制作2.5 API的基础介绍与原理12.6 API的基础介绍与原理22.9 python数据爬取案例-api的使用2.2 HTML基础与正则表达式基础2.3 Gooseeker-数据爬取软件基础介绍2.10 python数据爬取案例-模拟浏览器2.1 数据爬取的基础知识2.4 Python-数据爬取程序基础介绍2.8 python数据爬取案例-爬虫规则的编写第三讲：文本分析：内容的挖掘3.6 中文停用词过滤的案例实战3.3 初识中文分词3.7 中文词频统计的案例实战3.1 文本分析的概念与分词3.5 中文关键词提取的方法与案例实战3.4 中文分词的案例实战3.8 中文命名实体的方法与案例实战3.2 KNIME中的英文分词案例第四讲：网络分析：关系的挖掘4.8 网络传播结构的构建方法4.9 网络传播结构的解读4.2 社会关系网络网络挖掘实战14.3 微博传播网络挖掘案例14.5 社会网络分析4.6 社交网络传播4.4 网络的基本概念与特征量4.7 社交网络营销4.1 初识网络分析第五讲：数据挖掘5.5 文本挖掘案例:新闻聚类5.1 数据挖掘的基础理论与价值5.7 推荐系统的基本介绍5.3 数据挖掘应用于商业主要技术5.6 文本挖掘案例:图书评论的情感分类5.4 数据挖掘案例-modeler软件的使用与操作5.2 数据挖掘的基本概念与方法5.8 基于深度学习的海报推荐系统第六讲：大数据可视化6.5 不同数据类型的可视化技术6.4 数据挖掘与可视化6.8 可视化案例分析一：个性化词云制作6.12 可视化案例分析四：Excel高级应用26.2 可视化技术概述6.6 数据新闻可视化6.7 媒体大数据可视化6.11 可视化案例分析四：Excel高级应用16.10 可视化案例分析三：Echart可视化技术6.3 可视化技术分类6.1 初识大数据可视化6.9 可视化案例分析二：网络爬虫技术6.13 可视化案例分析四：Tableau可视化技术
Linux操作系统编程,肖堃,电子科技大学,课程介绍Linux操作系统编程-课程介绍第一章 操作系统基本知识1.1 从UNIX 到Linux的发展历程1.2 UNIX/Linux体系结构1.3 系统调用和库函数1.4 常用Linux命令-文件目录类命令1.5 常用Linux命令-进程控制类命令1.6 常用Linux命令-用户及权限管理类命令1.7 Linux程序编译调试方法第二章 文件与目录操作2.1 linux文件系统概述12.2 Linux文件系统概述22.3 linux的文件IO操作12.4 linux的文件IO操作22.5 Linux标准IO库2.6 Linux文件定位2.7 Linux文件共享12.8 Linux文件共享22.9 Linux目录操作12.10 Linux目录操作22.11 Linux文件属性管理12.12 Linux文件属性管理22.13 Linux文件权限管理12.14 Linux文件权限管理2第三章 进程与线程3.1 进程在内核中的组织3.2 进程属性13.3 进程属性23.4 进程生命周期13.5 进程生命周期23.6 进程生命周期33.7 进程环境3.8 创建进程3.9 获知子进程运行状态改变3.10 在进程中运行可执行文件3.11 Linux线程控制13.12 Linux线程控制2第四章 线程同步和进程间通信4.1 Linux线程同步机制-互斥量4.2 Linux线程同步机制-条件变量4.3 Linux线程同步机制-读写锁4.4 Linux进程间通信机制概述4.5 Linux进程间通信机制-消息队列4.6 Linux进程间通信机制-信号量集14.7 Linux进程间通信机制-信号量集24.8 Linux进程间通信机制-共享内存第五章 实验实验1  开发环境实验实验2 文件IO实验实验3  文件与目录操作实验实验4 进程控制实验实验5 线程控制实验实验6  线程同步实验实验7 综合实验1实验7 综合实验2
Linux开发环境及应用,蒋砚军,北京邮电大学,第一周 系统状态查看工具；文本文件处理开始使用Linux文本文件的处理第二周  正则表达式正则表达式的概念和相关命令正则表达式应用举例第三周 文件比较；vi；文件通配符文件比较vi编辑器及乱码问题文件名和文件通配符第四周 文件管理和目录管理文件管理和目录管理第五周· Linux命令风格；文件系统命令获取信息的方法文件系统第六周 文件和目录的权限；Shell的基本机制文件和目录的权限shell的基本机制第七周 替换、元字符和转义变量替换元字符和转义第八周 shell流程控制：条件、循环与函数条件循环函数
数据结构,魏振钢,中国海洋大学,第1章 绪论什么是数据结构基本概念和术语抽象数据类型的表示与实现算法和算法分析第2章   线性表线性表的类型定义线性表的顺序表示和实现线性表的链式表示和实现一元多项式的表示及相加约瑟夫环问题第5章 数组和广义表数组的定义数组的顺序表示和实现矩阵的压缩存储广义表的定义广义表的存储结构广义表操作的递归函数矩阵转置第3章  栈和队列栈栈的应用举例栈的递归实现队列离散事件模拟表达式求值第4章  串串类型的定义串的表示和实现串的模式匹配算法串操作应用举例KMP串匹配算法第7章 图图的定义和术语图的存储结构图的遍历图的连通性问题有向无环图及其应用最短路径第6章树的定义和基本术语二叉树遍历二叉树和线索二叉树树和森林赫夫曼树及其应用树的计数第8章  查找静态查找表动态查找表哈希表第9章 排序概述插入排序快速排序选择排序归并排序基数排序各种排序方法的综合比较
大学计算机基础CAP,陈雷,中国农业大学,第1单元  信息技术与计算机1.1  计算思维培养信息技术创新意识1.2  计算机信息技术基础1.3   计算机信息数据计算与编码第2单元   计算机工作原理2.1   计算机系统构成2.2   计算机硬件系统2.3   计算机软件系统第3单元  计算机操作系统基础3.1 操作系统概述3.2 操作系统发展历史3.3 操作系统的分类.3.4 操作系统的基本功能3.5 常用操作系统介绍3.6 Windows操作系统第4单元 程序设计基础4.1  程序设计语言概述4.2 程序设计基础第5单元 Word文字处理5.1 基本操作5.2 文档编辑5.3 字符格式5.4 段落格式5.5 页面设置5.6 文档视图5.7 图文效果5.8 审阅5.9 打印第6单元 Excel电子表格6.1 基本操作6.2 输入与编辑数据6.3 格式化工作表6.4 管理工作表与工作簿6.5 公式6.6 函数6.7 排序6.8 数据筛选6.9  数据分类汇总6.10 图表第7单元 Powerpoint演示文稿7.1 基本概念7.2 制作文档7.3 放映文档7.4 高级功能第8单元 数据库技术及Access桌面系统8.1 数据库概述8.2 规划数据库8.3 Access简介8.4 数据库和表对象第9单元 多媒体技术9.1 多媒体基本概念及常见媒体类型9.2 多媒体系统组成9.3 数字图象处理基础第10单元 计算机网络与Internet应用10.1 计算机网络概述10.2 计算机网络体系结构和网络协议10.3 局域网与协议10.4  Internet应用第11单元 网络安全及网络新技术11.1 计算机网络安全11.2 计算机网络新技术第12单元 常用工具和软件介绍12.1 系统安全工具12.2 学习工具12.3 压缩工具12.4 即时通讯工具12.5 多媒体工具12.6 下载工具
计算概论与程序设计基础,李戈,北京大学,计算机的基本原理从数学危机到图灵机图灵机的基本构成图灵机的运行机理数的二进制表示二进制数的布尔运算计算机的历史与未来历史上的计算设备从电子管到云计算摩尔定律下的计算危机量子计算机的基本原理量子计算机的发展状态程序运行的基本原理问题的提出冯诺依曼式计算机存储器的种类与特点存储器的原理与类型CPU指令的执行程序的执行感性认识计算机程序说在前面的话程序是你告诉计算机的话如果你的大脑是台计算机如果你来设计一门编程语言快步走近C程序之一快步走近C程序之二快步走近C程序之三什么样的程序是好程序配置编程环境（补充资料）下载安装和使用IDE配置编程环境（补充资料）使用IDE进行调试从现实问题到计算机程序的没有解决方案就没有程序先有构想再写程序先有构想再写程序--示例体验结构化的程序--示例理性认识C程序 导论明确学习进度C语言的由来C语言的标准C语言的构成C 语言中的数据成分再谈学习进度与安排变量定义的含义整数型的类别整数型的存储整数的输入输出最大与最小整数浮点型字符型布尔型常数变量命名C语言中的运算成分说在前面的话赋值运算赋值运算的说明算术运算自增自减运算关系运算逻辑运算与混合运算逗号，条件，强制类型转换位运算C语言中的控制成分再谈分支语句再谈循环语句Goto之争编程练习：控制成分基础练习C程序中的数组再谈一维数组二维数组三维数组数组的作用之一数组的作用之二C程序中的字符串字符数组与字符串输入缓冲区一个字符的输入一串字符的输入字符串应用例题C程序中的函数函数的定义与声明函数的调用过程函数调用示例变量的作用域数组做函数参数函数应用示例编程练习：函数与字符串练习函数的递归如何理解递归递归调用的过程递归应用示例（切饼，斐波那契数列）递归应用示例（进制转换，汉诺塔）递归应用示例（放苹果）【较难 选听】递归应用示例（逆波兰表达式）【较难 选听】习题课一 枚举 模拟与递归编程练习：递归编程练习（1/2）指针 —什么是指针什么是指针变量指针变量示例指针变量的++---数组与指针用指针访问数组习题课二 较难 选听编程练习：递归编程练习（2/2）指针二字符串与指针再谈指向一维数组的指针指向二维数组的指针二维数组名引用示例利用指针遍历二维数组指针三指针做函数参数限制指针函数实参的功能指针做函数返回值静态局部变量编程练习：综合练习题结构体与链表结构体与结构体变量结构体变量与函数结构体变量与指针链表的定义链表的操作编程练习：结构体与链表的使用最后一次课结语;轻叩面向对象之门编程工具的安装和使用：下载、安装和使用IDE说明 编程工具的安装和使用：使用IDE进行调试
程序设计基础（VB）,李茵,西北农林科技大学,第一章 VB程序设计概述1.1 编程语言简史1.2 VB的主要功能和特点1.3 VB集成开发环境1.4 VB可视化编程基础1.5 常用控件对象1.6 工程及工程文件管理知识拓展第二章 VB语言基础引言2.1  VB数据类型与标识符2.2 VB常量与变量2.3  VB内部函数2.4  VB表达式和简单语句本章小结与知识扩展知识拓展第三章 基本控制结构3.1 基本控制结构概述3.2 顺序结构3.3 选择结构3.4 循环结构知识拓展第四章 数组4.1 数组概述4.2 数组的声明4.3 数组的基本操作4.4 自定义数据类型知识拓展第五章 编程思维与方法训练5.1 程序设计的一般方法5.2 一般计算问题5.3 穷举法求解问题5.4 排序5.5 查找知识拓展第六章 模块化程序设计5.1 过程概述6.2 函数过程6.3 子过程6.4 参数传递6.5 自定义过程应用6.6 过程和变量的作用域6.7 过程的递归调用6.8 案例分析知识拓展第七章 数据文件7.1 数据文件概述7.2 顺序文件的打开与关闭7.3 顺序文件的读写操作7.4 随机文件的打开与关闭7.5 随机文件的读写操作7.6 二进制文件知识拓展
